col_0,col_1,N,(%)
,1: A lot,2,.4
,2: Somewhat,68,11.2
,3: Very little,190,31.5
,4: Don’t like at all,266,44.2
,7: Can't say,59,9.8
,8: No response,18,3.0
,Total,603,100.0
