col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Central government,,4324,,,22.0,,
,,02: State government,,4365,,,22.2,,
,,03: Both governments equally,,7889,,,40.1,,
,,04: Neither government,,1730,,,8.8,,
,,98: Did not respond,,1355,,,6.9,,
,,Total,,19663,,,100.0,,
