col_0,col_1,N,(%)
,14: Rupa Ganguly (BJP),3,.2
,26: Other BJP leaders,138,8.6
,27: Other TMC leaders,4,.2
,28: Other Left leaders,7,.4
,95: Other leaders,163,10.1
,97: Can’t say,376,23.3
,98: No response,226,14.0
,Total,1610,100.0
