col_0,col_1,N,(%)
,1: Village,6633,66.3
,"2: Town (50,000-1 lakh )",957,9.6
,3: Small City ( 1-5 lakh),775,7.7
,4: Big City (5-10 lakh),1010,10.1
,5: Metropolitan City (Above 10 lakh),635,6.3
,Total,10010,100.0
