col_0,col_1,N,(%),Valid (%)
Valid,1: State government,1855,7.7,40.5
,2: Central government,1734,7.2,37.9
,3: Both,607,2.5,13.3
,7: Can't say,214,.9,4.7
,8: No response,165,.7,3.6
,Total,4575,18.9,100.0
Missing,9: Not applicable,19660,81.1,
Total,,24235,100.0,
