col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Great extent,,2838,,,28.3,,
,,02: Some extent,,3048,,,30.4,,
,,03: Not much,,1358,,,13.6,,
,,04: Not at all,,866,,,8.6,,
,,98: Don‟t know,,1102,,,11.0,,
,,99: Not aware of Election Commission of India,,807,,,8.1,,
,,Total,,10019,,,100.0,,
