col_0,col_1,N,(%)
,1: Like a lot,42,13.3
,2: Like somewhat,171,54.0
,3: Like somewhat,73,23.1
,4: Don’t like at all,12,3.7
,8: No response,19,6.0
,Total,317,100.0
