col_0,col_1,N,(%)
,1: Like a lot,219,39.7
,2: Like somewhat,137,24.7
,3: Like somewhat,85,15.5
,4: Don’t like at all,105,19.0
,8: No response,6,1.1
,Total,552,100.0
