col_0,col_1,N,(%)
,2: Improved somewhat,187,24.7
,3: Worsened somewhat,119,15.7
,4: Worsened a lot,72,9.6
,7: Can't say,130,17.2
,8: No response,68,9.0
,Total,757,100.0
