col_0,col_1,N,(%)
,1: Fully like,221,28.4
,2: Somewhat like,258,33.3
,3: Somewhat dislike,129,16.7
,4: Fully dislike,120,15.5
,8: Can't say,28,3.6
,9: No response,20,2.5
,Total,776,100.0
