col_0,col_1,N,(%)
,1: Very,85,14.2
,2: Somewhat,115,19.1
,3: Not much,208,34.5
,4: Not at all,156,25.8
,8: Can't say,22,3.7
,9: No response,16,2.7
,Total,603,100.0
