col_0,col_1,N,(%),Valid (%)
Valid,1: No,667,6.7,7.6
,2: Yes,7778,77.7,89.1
,8: No response,283,2.8,3.2
,Total,8728,87.2,100.0
Missing,9: N.A.,1282,12.8,
Total,,10010,100.0,
