col_0,col_1,N,(%)
,1: Very important,1293,74.7
,2: Somewhat important,243,14.0
,3: Not much important,65,3.8
,4: Not at all important,50,2.9
,7: Can't say,13,.8
,8 8: No response,68,3.9
,Total,1732,100.0
