col_0,col_1,N,(%),Valid (%)
,76: Swarnajayanti Gram Swarozgar Yojana,10,.0,.1
,77: Swavalamban,2,.0,.0
,78: UDAN Scheme,13,.1,.1
,79: UDAY,5,.0,.0
,80: Ujala Yojna,122,.5,1.0
,81: Ujjwala Yojana,808,3.3,6.7
,82: UJWAL Discom Assurance Yojana,1,.0,.0
,96: Any Other,315,1.3,2.6
,97: Can’t Say,3816,15.7,31.7
,98: No Answer,2939,12.1,24.4
,Total,12041,49.7,100.0
Missing,System,12194,50.3,
Total,,24235,100.0,
