col_0,col_1,N,(%)
,"01: Economy, economic growth, economic development",328,3.3
,"02: Lack of jobs, unemployment, the need to create new jobs",1918,19.2
,03: Skill training,90,.9
,"04: Lack of Industry, industrialization",102,1.0
,"05: Price rise, high fuel prices",655,6.5
,"06: Economic inequality, increasing gap between rich and poor",63,.6
,07: Wages/salaries/pensions/income related,67,.7
,"08: Poverty, neglect of poor",326,3.3
,"09: Hunger, starvation, Lack of food and Nutrition",35,.4
