col_0,col_1,N,(%)
,1: Fully succeeded,87,9.4
,2: Somewhat succeeded,376,40.5
,3: Somewhat failed,208,22.4
,4: Fully failed,125,13.5
,7: Can't say,95,10.2
,8: No response,37,4.0
,Total,929,100.0
