col_0,col_1,N,(%)
,001: INC,187,23.4
,002: BJP,92,11.5
,003: BSP,1,.1
,004: CPI(M),1,.2
,005: CPI,3,.4
,008: JD-U,3,.3
,021: AIMIM,2,.3
,022: TDP,1,.2
,024: Jana Sena,3,.3
,080: SKM,1,.1
,082: TRS,308,38.5
,121: BLF,1,.2
,900: Independent,1,.1
,902: NOTA,1,.1
,996: Can't say,172,21.5
,997: Any other party,2,.3
,998: No response,21,2.6
,Total,800,100.0
