col_0,col_1,N,(%)
,01: Farooq Abdullah (NC),7,1.2
,02: Omar Abdullah (NC),111,18.1
,03: Mehbooba Mufti (PDP),10,1.6
,04: Ghulam Nabi Azad (Cong),20,3.3
,05: Sajad Lone (PC),15,2.4
,09: Shah Faesal (JKPM),12,1.9
,10: Nirmal Kumar Singh (BJP),4,.6
,12: Jitender Singh (BJP),14,2.3
,13: Ravinder Raina (BJP),8,1.2
,25: Other Cong leaders,5,.8
,26: Other BJP leaders,6,1.0
,95: Other leaders,39,6.3
