col_0,col_1,N,(%),Valid (%)
Valid,1: Fully support,34,7.5,14.1
,2: Somewhat support,10,2.3,4.3
,3: Somewhat oppose,22,5.0,9.4
,4: Fully oppose,155,34.2,64.6
,8: No response,18,4.1,7.7
,Total,240,52.9,100.0
Missing,9: N.A.,213,47.1,
Total,,453,100.0,
