col_0,col_1,N,(%),Valid (%)
Valid,001: INC,4362,18.0,19.5
,002: BJP,8362,34.5,37.4
,003: BSP,706,2.9,3.2
,004: CPI(M),402,1.7,1.8
,005: CPI,103,.4,.5
,006: NCP,323,1.3,1.4
,007: AITC,552,2.3,2.5
,008: JD-U,658,2.7,2.9
,009: LJP,108,.4,.5
,010: RJD,358,1.5,1.6
,011: CPI(ML)(L),72,.3,.3
,012: AAP,109,.4,.5
,013: INLD,6,.0,.0
,014: JMM,77,.3,.3
,015: JD-S,38,.2,.2
,016: IUML,46,.2,.2
,017: SP,546,2.3,2.4
,018: Shiv Sena,357,1.5,1.6
,019: AIFB,13,.1,.1
