col_0,col_1,N,(%)
,1: Like a lot,29,5.6
,2: Like somewhat,127,24.4
,3: Like somewhat,159,30.7
,4: Don’t like at all,167,32.1
,8: No response,37,7.2
,Total,519,100.0
