col_0,col_1,N,(%)
,1: A lot,67,10.5
,2: Somewhat,196,30.9
,3: Very little,149,23.5
,4: Don’t like at all,159,25.1
,7: Can't say,35,5.5
,8: No response,29,4.6
,Total,635,100.0
