col_0,col_1,N,(%)
,1: Like a lot,34,11.4
,2: Like somewhat,28,9.4
,3: Like somewhat,25,8.3
,4: Don’t like at all,194,65.1
,8: No response,17,5.7
,Total,297,100.0
