col_0,col_1,N,(%)
,1: Like a lot,207,27.0
,2: Like somewhat,125,16.3
,3: Like somewhat,66,8.6
,4: Don’t like at all,195,25.4
,8: No response,174,22.6
,Total,768,100.0
