col_0,col_1,N,(%),Valid (%)
Valid,1: Highly nationalist,4499,18.6,36.9
,2: Somewhat nationalist,2705,11.2,22.2
,3: Not much nationalist,864,3.6,7.1
,4: Not at all nationalist,725,3.0,5.9
,7: Can't say,2190,9.0,18.0
,8: No response,1211,5.0,9.9
,Total,12194,50.3,100.0
Missing,System,12041,49.7,
Total,,24235,100.0,
