col_0,col_1,N,(%),Valid (%)
,4: Not at all betrayed,1,.1,.1
,7: Can't say,8,.9,1.1
,Total,738,79.5,100.0
Missing,9: N.A.,191,20.5,
Total,,929,100.0,
