col_0,col_1,N,(%)
,1: Nitish Kumar,301,25.0
,2: Narendra Modi,346,28.8
,3: Both,286,23.8
,4: Neither,209,17.4
,7: Can't say,46,3.8
,8: No response,12,1.0
,Total,1201,100.0
