col_0,col_1,N,(%)
,1: Like a lot,17,5.9
,2: Like somewhat,24,8.2
,3: Like somewhat,9,3.2
,4: Don’t like at all,116,39.0
,8: No response,130,43.7
,Total,297,100.0
