col_0,col_1,N,(%)
,1: A lot,315,33.9
,2: Somewhat,239,25.7
,3: Very little,106,11.4
,4: Don’t like at all,143,15.4
,7: Can't say,109,11.7
,8: No response,16,1.8
,Total,929,100.0
