col_0,col_1,N,(%)
,1: Frequently,2698,11.1
,2: Sometimes,7348,30.3
,3: On festivals,4964,20.5
,4: Rarely,3933,16.2
,5: Never,4829,19.9
,8: No response,463,1.9
,Total,24235,100.0
