col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Fully satisfied,,4357,,,22.2,,
,,02: Somewhat satisfied,,8657,,,44.0,,
,,03: Somewhat dissatisfied,,3562,,,18.1,,
,,04: Fully dissatisfied,,2059,,,10.5,,
,,98: Don’t Know/Can’t Say,,1027,,,5.2,,
,,Total,,19663,,,100.0,,
