col_0,col_1,N,(%)
,1: A lot,109,17.6
,2: Somewhat,124,20.2
,3: Very little,93,15.1
,4: Don’t like at all,241,39.1
,7: Can't say,31,5.1
,8: No response,17,2.8
,Total,615,100.0
