col_0,col_1,N,(%)
,1: A lot,3,.8
,2: Somewhat,82,18.4
,3: Very little,195,44.0
,4: Don’t like at all,120,27.1
,7: Can't say,25,5.7
,8: No response,17,3.9
,Total,443,100.0
