col_0,col_1,N,(%)
,01: Raghuvar Das (BJP),186,28.6
,02: Hemant Soren (JMM),136,21.1
,03: Shibu Soren (JMM),30,4.6
,04: Babulal Marandi (JVM-P),18,2.8
,05: Sudesh Mahto (AJSUP),21,3.3
,06: Arjun Munda (BJP),86,13.3
,07: Madhu Koda (Cong),10,1.5
,08: Subodh Kant Sahay (Cong),30,4.7
,09: Ajoy Kumar (Cong),3,.5
,10: Sukhdeo Bhagat (Cong),7,1.1
,12: Gautan Sagar Rana (RJD),2,.3
,25: Other Cong leaders,7,1.1
,26: Other BJP leaders,14,2.2
