col_0,col_1,N,(%)
,1: Like a lot,132,41.7
,2: Like somewhat,82,26.0
,3: Like somewhat,28,8.8
,4: Don’t like at all,61,19.2
,8: No response,14,4.4
,Total,317,100.0
