col_0,col_1,N,(%),Valid (%)
Valid,1: No,31,5.6,79.6
,2: Yes,5,1.0,13.6
,7: Can't say,3,.5,6.8
,Total,38,7.0,100.0
Missing,9: N.A.,509,93.0,
