col_0,col_1,N,(%)
,1: Supreme Court verdict,4174,41.7
,2: Through mediation,2561,25.6
,3: Law by Parliament,813,8.1
,4: Ordinance,453,4.5
,5: Other,158,1.6
,8: No response,1851,18.5
,Total,10010,100.0
