col_0,col_1,N,(%)
,1: Strongly like,1305,48.3
,2: Somewhat like,619,22.9
,3: Somewhat dislike,266,9.8
,4: Strongly dislike,345,12.8
,7: Can't say,71,2.6
,8: No response,99,3.7
,Total,2705,100.0
