col_0,col_1,N,(%)
,1: Fully agree,139,23.0
,2: Somewhat agree,190,31.6
,3: Somewhat disagree,124,20.5
,4: Fully disagree,72,11.9
,7: Can't say,62,10.3
,8: No response,17,2.8
,Total,603,100.0
