col_0,col_1,N,(%),Valid (%)
Valid,1: Would have voted for some other party,5746,23.7,24.7
,2: Would have made no difference,12493,51.5,53.6
,7: Can't say,3355,13.8,14.4
,8: No response,1702,7.0,7.3
,Total,23296,96.1,100.0
Missing,9: N.A.,940,3.9,
Total,,24235,100.0,
