col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,03: Not much,,1134,,,11.3,,
,,04: Not at all,,1593,,,15.9,,
,,98: Don‟t know,,1771,,,17.7,,
,,99: Not aware of EVM,,978,,,9.8,,
,,Total,,10019,,,100.0,,
