col_0,col_1,N,(%)
,1: Many times a day,1627,16.3
,2: Once or twice a day,1139,11.4
,3: Some days a week,407,4.1
,4: Some days a month,183,1.8
,5: Very rarely,224,2.2
,6: Never,2202,22.0
,7: No account,3214,32.1
,8: No response,1014,10.1
,Total,10010,100.0
