col_0,col_1,N,(%)
,1: Like a lot,29,9.7
,2: Like somewhat,50,16.6
,3: Like somewhat,110,36.4
,4: Don’t like at all,105,34.7
,8: No response,8,2.7
,Total,303,100.0
