col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: The law will empower women,,2859,,,28.5,,
,,02: The law might interfere with religious traditions,,1928,,,19.2,,
,,98: Don‟t know,,2609,,,26.0,,
,,99: Not aware of UCC,,2624,,,26.2,,
,,Total,,10019,,,100.0,,
