col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Yes,,4388,,,43.8,,
,,02: No,,3863,,,38.6,,
,,98: Don‟t know,,1768,,,17.6,,
,,Total,,10019,,,100.0,,
