col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Fully agree,,3692,,,18.8,,
,,02: Somewhat agree,,6183,,,31.4,,
,,03: Somewhat disagree,,3782,,,19.2,,
,,04: Fully disagree,,3927,,,20.0,,
,,98: Don’t Know/Can’t Say,,2079,,,10.6,,
,,Total,,19663,,,100.0,,
