col_0,col_1,N,(%)
,1: Like a lot,9,2.2
,2: Like somewhat,97,24.7
,3: Like somewhat,70,18.0
,4: Don’t like at all,147,37.7
,8: No response,68,17.4
,Total,391,100.0
