col_0,col_1,N,(%)
,1: Strongly like,987,36.5
,2: Somewhat like,922,34.1
,3: Somewhat dislike,273,10.1
,4: Strongly dislike,316,11.7
,7: Can't say,99,3.7
,8: No response,109,4.0
,Total,2705,100.0
