col_0,col_1,N,(%)
,1: A lot,231,42.1
,2: Somewhat,137,25.1
,3: Very little,40,7.3
,4: Don’t like at all,51,9.4
,7: Can't say,44,8.0
,8: No response,45,8.2
,Total,548,100.0
