col_0,col_1,N,(%)
,1: Fully support,229,13.7
,2: Somewhat support,206,12.4
,3: Somewhat oppose,222,13.3
,4: Fully oppose,806,48.4
,7: Can't say,137,8.2
,8: No response,66,4.0
,Total,1667,100.0
