col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Can oppose the decision,,12943,,,65.8,,
,,02: Not right to oppose the decision,,3807,,,19.4,,
,,98: Don’t Know/Can’t Say,,2913,,,14.8,,
,,Total,,19663,,,100.0,,
