col_0,col_1,N,(%)
,1: Like a lot,635,39.2
,2: Like somewhat,448,27.6
,3: Like somewhat,219,13.5
,4: Don’t like at all,245,15.1
,8: No response,74,4.6
,Total,1621,100.0
