col_0,col_1,N,(%)
,01: Amarinder Singh (Cong),110,17.3
,02: Navjot Singh Siddhu (Cong),34,5.3
,03: Prakash Singh Badal (SAD),82,12.9
,04: Sukhbir Singh Badal (SAD),29,4.6
,05: Harsimrat Kaur Badal (SAD),4,.6
,07: Bhagwant Mann (AAP),22,3.4
,10: Navjot Kaur Sidhu (Cong),3,.4
,26: Other SAD leaders,3,.5
,27: Other BJP leaders,4,.7
,28: Other AAP leaders,5,.7
,95: Other leaders,39,6.1
,97: Can’t say,163,25.7
,98: No response,138,21.8
