col_0,col_1,N,(%)
,1: Fully support,183,19.7
,2: Support to some extent,285,30.7
,3: Oppose to some extent,161,17.3
,4: Fully oppose,232,25.0
,8: No response,68,7.3
,Total,929,100.0
