col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,03: Equal rights to everyone,,6836,,,34.8,,
,,98: Don’t Know/Can’t Say,,1567,,,8.0,,
,,Total,,19663,,,100.0,,
