col_0,col_1,N,(%)
,1: Fully like,187,24.1
,2: Somewhat like,234,30.2
,3: Somewhat dislike,149,19.1
,4: Fully dislike,162,20.9
,8: Can't say,23,3.0
,9: No response,21,2.8
,Total,776,100.0
