col_0,col_1,N,(%)
,1: Clean and honest leader who has tried his best to control corruption,4183,41.8
,2: He is himself corrupt,1812,18.1
,3: May be clean and honest but has done nothing to control corruption.,1903,19.0
,7: Can't say,1292,12.9
,8: No response,820,8.2
,Total,10010,100.0
