col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: No,,8458,,,43.0,,
,,02: Yes,,8753,,,44.5,,
,,98: Did not respond,,2452,,,12.5,,
,,Total,,19663,,,100.0,,
