col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Equally safe,,5534,,,55.2,,
,,02: Not as much safe as others,,2125,,,21.2,,
,,03: Not at all safe,,791,,,7.9,,
,,98: Don‟t know,,1569,,,15.7,,
,,Total,,10019,,,100.0,,
