col_0,col_1,N,(%)
,1: A lot,28,3.0
,2: Somewhat,195,20.9
,3: Very little,245,26.3
,4: Don’t like at all,311,33.5
,7: Can't say,128,13.8
,8: No response,23,2.4
,Total,929,100.0
