col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: A great extent,,5493,,,27.9,,
,,02: Somewhat,,6545,,,33.3,,
,,03: Not much,,2388,,,12.1,,
,,04: Not at all,,1347,,,6.9,,
,,05: BJP is not taking any corrupt leaders,,429,,,2.2,,
,,98: Don’t know/ Can’t Say,,3461,,,17.6,,
,,Total,,19663,,,100.0,,
