year,poll_type,source,source_file,source_page,geography_level,state,voter_group_type,voter_group,party_or_alliance,vote_share,confidence,data_origin,approval_status,evidence_text,notes,candidate_id
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,7,national,,electorate,all voters,BJP,36.6,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) 4: With our total household income we are not able to fulfill our needs and face a lot of difficulty. 1745 17.4 8: No response 260 2.6 Total 10010 100.0 Q7: The Lok Sabha election is being held in a few wee,party_marginal_percent,3e2ee54f-63de-47e5-978e-dea131486920
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,7,national,,electorate,all voters,BSP,2.7,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) 4: With our total household income we are not able to fulfill our needs and face a lot of difficulty. 1745 17.4 8: No response 260 2.6 Total 10010 100.0 Q7: The Lok Sabha election is being held in a few wee,party_marginal_percent,de5d15c3-319b-4d4c-9f75-1a83748c3c2e
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,85,state,Gujarat,electorate,all voters,BJP,70.5,high,taxonomy_auto,approved,"NES 2019 Prepoll-Survey findings.docx N (%) Total 391 100.0 Q29: If Vidhan Sabha or State elections are held in Gujarat tomorrow, which party will you vote for? N (%) 001: Congress 32 8.2 002: BJP 276 70.5 998: No response/Can’t say 83 21.2 Total 391",party_marginal_percent,9f6eb0f5-90f0-45d3-a874-fb57278c1d54
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,85,state,Gujarat,electorate,all voters,Others,21.2,high,taxonomy_auto,approved,"NES 2019 Prepoll-Survey findings.docx N (%) Total 391 100.0 Q29: If Vidhan Sabha or State elections are held in Gujarat tomorrow, which party will you vote for? N (%) 001: Congress 32 8.2 002: BJP 276 70.5 998: No response/Can’t say 83 21.2 Total 391",party_marginal_percent,ab899b0e-91d7-4b96-a81b-a8fe11c95719
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,7,national,,electorate,all voters,Others,2.6,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) 4: With our total household income we are not able to fulfill our needs and face a lot of difficulty. 1745 17.4 8: No response 260 2.6 Total 10010 100.0 Q7: The Lok Sabha election is being held in a few wee,party_marginal_percent,a7f118fb-c4e2-4b6c-9f32-f2f6fdefb783
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,77,state,Andhra Pradesh,electorate,all voters,BJP,60.0,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) Total 390 100.0 e: BJP N (%) 1: Like a lot 37 9.5 2: Like somewhat 85 21.7 3: Like somewhat 137 35.2 4: Don’t like at all 127 32.7 8: No response 4 1.0 Total 390 100.0 Q29: If Vidhan Sabha or State election,party_marginal_percent,6e25b222-bccb-4622-a2a9-ad59ca917de6
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,118,state,Chhattisgarh,electorate,all voters,Others,19.4,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx c: BSP N (%) 1: Like a lot 35 11.0 2: Like somewhat 76 24.1 3: Like somewhat 66 20.9 4: Don’t like at all 114 36.1 8: No response 25 7.9 Total 317 100.0 d: Congress N (%) 1: Like a lot 110 34.6 2: Like somewhat 1,party_marginal_percent,a3b5a7f1-d34f-4161-b591-2938c053034a
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,111,state,West Bengal,electorate,all voters,BJP,22.2,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx c: Congress N (%) 1: Like a lot 53 6.9 2: Like somewhat 111 14.5 3: Like somewhat 109 14.1 4: Don’t like at all 283 36.9 8: No response 212 27.6 Total 768 100.0 d: Trinamool Congress N (%) 1: Like a lot 207 27.0 ,party_marginal_percent,087c2a0c-4f1f-4304-941b-4112592bb6f4
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,100,state,Punjab,electorate,all voters,BJP,7.5,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx c: Congress N (%) 1: Like a lot 85 28.1 2: Like somewhat 104 34.2 3: Like somewhat 46 15.3 4: Don’t like at all 63 20.8 8: No response 5 1.7 Total 303 100.0 d: SAD N (%) 1: Like a lot 29 9.7 2: Like somewhat 41 1,party_marginal_percent,09139b9e-25bd-45f8-aaf4-9b06f947386b
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,102,state,Rajasthan,electorate,all voters,BJP,58.9,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx b: BSP N (%) 1: Like a lot 26 4.6 2: Like somewhat 65 11.7 3: Like somewhat 242 43.8 4: Don’t like at all 176 31.8 8: No response 44 8.1 Total 552 100.0 c: BJP N (%) 1: Like a lot 305 55.3 2: Like somewhat 98 17.,party_marginal_percent,5cdbe56a-506d-4475-81e2-9e9a215a1fdd
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,118,state,Chhattisgarh,electorate,all voters,BJP,40.9,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx c: BSP N (%) 1: Like a lot 35 11.0 2: Like somewhat 76 24.1 3: Like somewhat 66 20.9 4: Don’t like at all 114 36.1 8: No response 25 7.9 Total 317 100.0 d: Congress N (%) 1: Like a lot 110 34.6 2: Like somewhat 1,party_marginal_percent,d92e4f7e-6ef4-42b9-ac75-f194c8ecab79
2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,103,state,Andhra Pradesh,electorate,all voters,Others,100.0,high,taxonomy_auto,approved,All India Postpoll NES 2019-Survey Findings ANDHRA PRADESH APQ1: Let me ask you about your preference in the Andhra Pradesh Assembly election. Which party did you vote for in the Assembly election? N (%) Valid (%) Valid 001: INC 6 .6 .6 002: BJP 4 .5,party_marginal_percent,36a81d66-5452-4b85-a942-37bfec2ac4c9
2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,298,state,Telangana,electorate,all voters,BSP,10.0,high,taxonomy_auto,approved,"All India Postpoll NES 2019-Survey Findings TELANGANA TSQ1: If Assembly elections are held again in Telangana tomorrow for some reason, which party would you vote for? N (%) 001: INC 187 23.4 002: BJP 92 11.5 003: BSP 1 .1 004: CPI(M) 1 .2 005: CPI 3",party_marginal_percent,e6f0f992-ef00-4e80-9fea-1658d401f8e6
2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,298,state,Telangana,electorate,all voters,BSP,10.0,high,taxonomy_auto,approved,"All India Postpoll NES 2019-Survey Findings TELANGANA TSQ1: If Assembly elections are held again in Telangana tomorrow for some reason, which party would you vote for? N (%) 001: INC 187 23.4 002: BJP 92 11.5 003: BSP 1 .1 004: CPI(M) 1 .2 005: CPI 3",party_marginal_percent,a3856a28-a1e2-4ce9-b33f-c274b03a0253
2024,post_poll,CSDS-Lokniti National Election Study,post-poll/2024/postpoll_study_2024.pdf,2,state,Jammu and Kashmir,electorate,all voters,INC,2.3,high,taxonomy_auto,approved,Social and Political Barometer Posttpoll Study 2024-Survey Findings Q4: (If option 2 in Q1) Which party did you vote for? N (%) Valid (%) Valid 001: Indian National Congress 3897 19.8 21.2 002: Bharatiya Janta Party 6724 34.2 36.6 003: Bahujan Samaj ,party_marginal_percent,3a7d9444-2d56-43be-a086-96f998842b3e
2024,post_poll,CSDS-Lokniti National Election Study,post-poll/2024/postpoll_study_2024.pdf,2,state,Jammu and Kashmir,electorate,all voters,SP,0.0,high,taxonomy_auto,approved,Social and Political Barometer Posttpoll Study 2024-Survey Findings Q4: (If option 2 in Q1) Which party did you vote for? N (%) Valid (%) Valid 001: Indian National Congress 3897 19.8 21.2 002: Bharatiya Janta Party 6724 34.2 36.6 003: Bahujan Samaj ,party_marginal_percent,131ff09e-b4f8-4a52-ad48-35bf81382298
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,121,state,Telangana,electorate,all voters,BJP,1.9,high,taxonomy_auto,approved,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Telangana tomorrow, which party will you vote for? N (%) 001: Congress 55 18.6 002: BJP 6 1.9 008: JD-U 1 .4 022: TDP 1 .3 081: Hamro Sikkim 1 .3 082: TRS 189 6",party_marginal_percent,9b3de4c0-a94f-40ff-8213-b42bd25ee003
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,121,state,Telangana,electorate,all voters,Others,14.0,high,taxonomy_auto,approved,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Telangana tomorrow, which party will you vote for? N (%) 001: Congress 55 18.6 002: BJP 6 1.9 008: JD-U 1 .4 022: TDP 1 .3 081: Hamro Sikkim 1 .3 082: TRS 189 6",party_marginal_percent,07e68ee1-7420-4a1c-88b8-29576a0ad07f
