year,poll_type,geography_level,state,voter_group_type,voter_group,party_or_alliance,vote_share,sample_size,source_table,source_page,confidence,notes,original_label
2019,pre_poll,national,,caste,nan,Others,10.0,,2019_pre_poll_table_088.csv,,medium,auto-cleaned long table,nan | 09: Other higher professionals
2019,pre_poll,national,,gender,nan,Others,34.0,,2019_pre_poll_table_089.csv,,medium,auto-cleaned long table,"nan | 29: Other administrative, managerial and clerical workers"
2019,pre_poll,national,,gender,nan,Regional,48.0,,2019_pre_poll_table_089.csv,,medium,auto-cleaned long table,nan | 36: Salespersons
2019,pre_poll,national,,gender,nan,Others,88.0,,2019_pre_poll_table_091.csv,,medium,auto-cleaned long table,nan | 79: Other agriculture workers
2019,pre_poll,national,,gender,nan,UPA,44.0,,2019_pre_poll_table_091.csv,,medium,auto-cleaned long table,nan | 95: Any other occupation
2019,pre_poll,national,,caste,nan,Others,7.0,,2019_pre_poll_table_093.csv,,medium,auto-cleaned long table,nan | 09: Other higher professionals
2019,pre_poll,national,,age,nan,Others,36.0,,2019_pre_poll_table_094.csv,,medium,auto-cleaned long table,nan | 19: Other lower professionals
2019,pre_poll,national,,age,nan,Regional,41.0,,2019_pre_poll_table_094.csv,,medium,auto-cleaned long table,nan | 36: Salespersons
2019,pre_poll,national,,caste,nan,Others,72.0,,2019_pre_poll_table_095.csv,,medium,auto-cleaned long table,nan | 49: Other service workers
2019,pre_poll,national,,religion,nan,Others,30.0,,2019_pre_poll_table_102.csv,,medium,auto-cleaned long table,nan | 7: Others
2019,pre_poll,national,,caste,nan,Others,42.6,,2019_pre_poll_table_105.csv,,medium,auto-cleaned long table,nan | 3: Other Backward Classes (OBC)
2019,pre_poll,national,,religion,nan,NDA,6.0,,2019_pre_poll_table_106.csv,,medium,auto-cleaned long table,nan | 037: Thondai
2019,pre_poll,national,,gender,nan,NDA,73.0,,2019_pre_poll_table_107.csv,,medium,auto-cleaned long table,nan | 105: Khandayat
2019,pre_poll,national,,gender,nan,Others,42.0,,2019_pre_poll_table_107.csv,,medium,auto-cleaned long table,nan | 199: Other Peasant Proprietors
2019,pre_poll,national,,gender,nan,Others,2.0,,2019_pre_poll_table_110.csv,,medium,auto-cleaned long table,nan | 391: Other Craftsmen
2019,pre_poll,national,,caste,nan,NDA,22.0,,2019_pre_poll_table_111.csv,,medium,auto-cleaned long table,"nan | 507: Kandara, Gokha"
2019,pre_poll,national,,caste,nan,Others,50.0,,2019_pre_poll_table_113.csv,,medium,auto-cleaned long table,nan | 599: Other SC
2019,pre_poll,national,,caste,nan,NDA,33.0,,2019_pre_poll_table_113.csv,,medium,auto-cleaned long table,nan | 606 : Munda
2019,pre_poll,national,,caste,nan,NDA,100.0,,2019_pre_poll_table_114.csv,,medium,auto-cleaned long table,"nan | 631: Bhilala, Mala Pandaram, Zou"
2019,pre_poll,national,,caste,nan,Others,38.0,,2019_pre_poll_table_114.csv,,medium,auto-cleaned long table,nan | 730: Other Upper Caste Muslim
2019,pre_poll,national,,religion,nan,Others,2.0,,2019_pre_poll_table_115.csv,,medium,auto-cleaned long table,nan | 830: Sikh No Caste/Other Sikhs
2019,pre_poll,national,,religion,nan,Others,7.0,,2019_pre_poll_table_120.csv,,medium,auto-cleaned long table,nan | 7: Others
2019,pre_poll,national,,gender,nan,Others,10.0,,2019_pre_poll_table_128.csv,,medium,auto-cleaned long table,nan | 90: Adivasi other tea tribe language
2024,post_poll,national,,caste,nan,INDIA,45.0,,2024_post_poll_table_004.csv,,medium,auto-cleaned long table,nan | 006: Communist Party of India
2024,post_poll,national,,caste,nan,Regional,6.0,,2024_post_poll_table_004.csv,,medium,auto-cleaned long table,nan | 051: Revolutionary Socialist Party (RSP)
2024,post_poll,national,,religion,nan,INDIA,67.0,,2024_post_poll_table_005.csv,,medium,auto-cleaned long table,nan | 060: All India Majlis -e- Ittehadul Muslimeen (AIMIM)
2024,post_poll,national,,religion,nan,INC,57.0,,2024_post_poll_table_005.csv,,medium,auto-cleaned long table,nan | 063: Nationalist Congress Party(Ajit Pawer)
2024,post_poll,national,,religion,nan,Others,76.0,,2024_post_poll_table_005.csv,,medium,auto-cleaned long table,nan | 997: Any other
2024,post_poll,national,,age,nan,Others,53.0,,2024_post_poll_table_009.csv,,medium,auto-cleaned long table,nan | 97: Any other reason
2024,post_poll,national,,gender,nan,INDIA,1.8,,2024_post_poll_table_017.csv,,medium,auto-cleaned long table,nan | 04: Strengthening Indian culture
2024,post_poll,national,,gender,nan,Others,2.6,,2024_post_poll_table_018.csv,,medium,auto-cleaned long table,nan | 97: Any other
2024,post_poll,national,,gender,nan,INC,11.2,,2024_post_poll_table_019.csv,,medium,auto-cleaned long table,nan | 02: Increasing poverty
2024,post_poll,national,,gender,nan,INDIA,70.0,,2024_post_poll_table_019.csv,,medium,auto-cleaned long table,nan | 05: Falling international reputation of India
2024,post_poll,national,,gender,nan,INC,21.0,,2024_post_poll_table_020.csv,,medium,auto-cleaned long table,nan | 23: Increase in terrorism
2024,post_poll,national,,caste,nan,INDIA,3.0,,2024_post_poll_table_024.csv,,medium,auto-cleaned long table,nan | 06: CPI-ML/ Communist Party of India Marxist- Leninist
2024,post_poll,national,,caste,nan,INC,29.0,,2024_post_poll_table_024.csv,,medium,auto-cleaned long table,nan | 07: NCP (Ajit Pawar)/ Nationalist Congress Party
2024,post_poll,national,,caste,nan,Regional,47.0,,2024_post_poll_table_024.csv,,medium,auto-cleaned long table,nan | 09: JDU/ Janata Dal United
2024,post_poll,national,,religion,nan,INDIA,73.0,,2024_post_poll_table_025.csv,,medium,auto-cleaned long table,nan | 14: All India Majlis-E-Ittehadul Muslimeen/AIMIM
2024,post_poll,national,,religion,nan,Regional,88.0,,2024_post_poll_table_025.csv,,medium,auto-cleaned long table,nan | 15: Telugu Desam Party/TDP
2024,post_poll,national,,religion,nan,INC,88.0,,2024_post_poll_table_025.csv,,medium,auto-cleaned long table,nan | 16: YuvajanaShramikaRythu Congress Party/ YSRCP
2024,post_poll,national,,gender,nan,Regional,6.9,,2024_post_poll_table_028.csv,,medium,auto-cleaned long table,nan | 98: Did not respond
2024,post_poll,national,,gender,nan,Regional,9.8,,2024_post_poll_table_047.csv,,medium,auto-cleaned long table,nan | 98: No response
2024,post_poll,national,,caste,nan,Regional,3.1,,2024_post_poll_table_052.csv,,medium,auto-cleaned long table,nan | 98: No response
2024,post_poll,national,,caste,nan,Regional,4.1,,2024_post_poll_table_053.csv,,medium,auto-cleaned long table,nan | 98: No response
2024,post_poll,national,,caste,nan,Regional,5.9,,2024_post_poll_table_054.csv,,medium,auto-cleaned long table,nan | 98: No response
2024,post_poll,national,,caste,nan,Regional,6.0,,2024_post_poll_table_055.csv,,medium,auto-cleaned long table,nan | 98: No response
2024,post_poll,national,,caste,nan,Regional,5.6,,2024_post_poll_table_056.csv,,medium,auto-cleaned long table,nan | 98: No response
2024,post_poll,national,,caste,nan,Regional,6.8,,2024_post_poll_table_057.csv,,medium,auto-cleaned long table,nan | 98: No response
2024,post_poll,national,,gender,nan,Regional,61.0,,2024_post_poll_table_063.csv,,medium,auto-cleaned long table,nan | 06: Poor condition of roads/transport infrastructure
2024,post_poll,national,,gender,nan,Others,87.0,,2024_post_poll_table_063.csv,,medium,auto-cleaned long table,nan | 97: Any other issue
2024,post_poll,national,,gender,nan,INDIA,1.5,,2024_post_poll_table_065.csv,,medium,auto-cleaned long table,nan | 03: Better for strengthening Indian civilisation
2024,post_poll,national,,gender,nan,Others,40.0,,2024_post_poll_table_065.csv,,medium,auto-cleaned long table,nan | 97: Any other reason
2024,post_poll,national,,gender,nan,Others,40.0,,2024_post_poll_table_067.csv,,medium,auto-cleaned long table,nan | 3: Others
2024,post_poll,national,,gender,nan,NDA,12.8,,2024_post_poll_table_068.csv,,medium,auto-cleaned long table,nan | 07: Intermediate/Higher secondary completed (Class 12)
2024,post_poll,national,,caste,nan,Others,74.0,,2024_post_poll_table_069.csv,,medium,auto-cleaned long table,nan | 97: Any other
2024,post_poll,national,,caste,nan,Others,2.7,,2024_post_poll_table_072.csv,,medium,auto-cleaned long table,nan | 97: Any other
2024,post_poll,national,,age,nan,Others,1.6,,2024_post_poll_table_075.csv,,medium,auto-cleaned long table,nan | 97: Any other
2024,post_poll,national,,caste,nan,NDA,2.0,,2024_post_poll_table_080.csv,,medium,auto-cleaned long table,nan | 037: Thondai Mandala Saiva Vellala
2024,post_poll,national,,age,nan,Others,100.0,,2024_post_poll_table_083.csv,,medium,auto-cleaned long table,nan | 391: Other Craftsmen
2024,post_poll,national,,age,nan,NDA,100.0,,2024_post_poll_table_083.csv,,medium,auto-cleaned long table,nan | 471: Bhandari Naik
2024,post_poll,national,,caste,nan,NDA,8.0,,2024_post_poll_table_084.csv,,medium,auto-cleaned long table,nan | 576: Thandan
2024,post_poll,national,,religion,nan,Others,39.2,,2024_post_poll_table_088.csv,,medium,auto-cleaned long table,nan | 03: Other Backward Caste (OBC)
2024,post_poll,national,,religion,nan,Others,25.0,,2024_post_poll_table_089.csv,,medium,auto-cleaned long table,nan | 97: Others
2024,post_poll,national,,gender,nan,Others,24.4,,2024_post_poll_table_093.csv,,medium,auto-cleaned long table,"nan | 02: Pucca-kuccha (either wall or roof is made of pucca material, but others of kuccha material)"
2024,post_poll,national,,gender,nan,Regional,70.0,,2024_post_poll_table_093.csv,,medium,auto-cleaned long table,nan | 98: Did not respond
2024,pre_poll,national,,caste,nan,INC,70.7,,2024_pre_poll_table_010.csv,,medium,auto-cleaned long table,nan | 01: Increased
2024,pre_poll,national,,gender,Valid,INDIA,11.0,,2024_pre_poll_table_014.csv,,medium,auto-cleaned long table,Valid | 01: Showcasing of India‟s growing power
2024,pre_poll,national,,gender,nan,NDA,6.0,,2024_pre_poll_table_014.csv,,medium,auto-cleaned long table,nan | 02: NDA government‟s foreign policy achievement
2024,pre_poll,national,,gender,nan,Others,20.0,,2024_pre_poll_table_014.csv,,medium,auto-cleaned long table,nan | 97: Any other
2024,pre_poll,national,,religion,nan,INC,24.1,,2024_pre_poll_table_016.csv,,medium,auto-cleaned long table,nan | 02: It will increase differences among communities
2024,pre_poll,national,,caste,nan,INC,23.6,,2024_pre_poll_table_019.csv,,medium,auto-cleaned long table,nan | 01: Congress/INDIA serious about caste census
2024,pre_poll,national,,caste,nan,INC,55.1,,2024_pre_poll_table_020.csv,,medium,auto-cleaned long table,nan | 01: Increased
2024,pre_poll,national,,age,nan,INC,28.0,,2024_pre_poll_table_023.csv,,medium,auto-cleaned long table,nan | 01: The yatra will help the Congress gain support in the upcoming 2024 Lok Sabha elections
2024,pre_poll,national,,gender,nan,Regional,15.9,,2024_pre_poll_table_031.csv,,medium,auto-cleaned long table,nan | 002: The farmer‟s protest is a well-orchestrated conspiracy against the government
2024,pre_poll,national,,religion,nan,Others,49.4,,2024_pre_poll_table_032.csv,,medium,auto-cleaned long table,nan | 02: Leaders from other religions can also effectively represent your interests and concerns
2024,pre_poll,national,,caste,nan,INDIA,1.7,,2024_pre_poll_table_037.csv,,medium,auto-cleaned long table,nan | 07: India‟s international image
2024,pre_poll,national,,caste,nan,Others,50.0,,2024_pre_poll_table_037.csv,,medium,auto-cleaned long table,nan | 97: Any other
2024,pre_poll,national,,caste,nan,Regional,2.3,,2024_pre_poll_table_037.csv,,medium,auto-cleaned long table,nan | 98: No response
2024,pre_poll,national,,gender,nan,Regional,38.0,,2024_pre_poll_table_039.csv,,medium,auto-cleaned long table,nan | 06: Poor condition of roads or transport etc.
2024,pre_poll,national,,gender,nan,Others,54.0,,2024_pre_poll_table_039.csv,,medium,auto-cleaned long table,nan | 97: Other issue not mentioned above
2024,pre_poll,national,,gender,nan,INDIA,7.7,,2024_pre_poll_table_041.csv,,medium,auto-cleaned long table,nan | 06: India‟s international image
2024,pre_poll,national,,gender,nan,Regional,4.9,,2024_pre_poll_table_041.csv,,medium,auto-cleaned long table,nan | 11: Creating better infrastructure for roads or transportation etc.
2024,pre_poll,national,,gender,nan,Others,1.4,,2024_pre_poll_table_041.csv,,medium,auto-cleaned long table,nan | 97: Other issue not mentioned above
2024,pre_poll,national,,gender,nan,INC,22.6,,2024_pre_poll_table_042.csv,,medium,auto-cleaned long table,nan | 01: Increasing unemployment
2024,pre_poll,national,,gender,nan,Regional,1.5,,2024_pre_poll_table_042.csv,,medium,auto-cleaned long table,nan | 06: Poor condition of roads or transport etc.
2024,pre_poll,national,,gender,nan,Others,96.0,,2024_pre_poll_table_043.csv,,medium,auto-cleaned long table,nan | 97: Other issue not mentioned above
2024,pre_poll,national,,religion,nan,INDIA,10.9,,2024_pre_poll_table_045.csv,,medium,auto-cleaned long table,nan | 01: India belongs only to Hindus
2024,pre_poll,national,,religion,nan,Others,56.5,,2024_pre_poll_table_046.csv,,medium,auto-cleaned long table,nan | 02: Muslims are treated just like other citizens
2024,pre_poll,national,,religion,nan,Others,21.2,,2024_pre_poll_table_047.csv,,medium,auto-cleaned long table,nan | 02: Not as much safe as others
2024,pre_poll,national,,caste,nan,INDIA,21.0,,2024_pre_poll_table_055.csv,,medium,auto-cleaned long table,nan | 06: CPI-ML/ Communist Party of India Marxist- Leninist
2024,pre_poll,national,,caste,nan,INC,15.0,,2024_pre_poll_table_055.csv,,medium,auto-cleaned long table,nan | 07: NCP (Ajit Pawar)/ Nationalist Congress Party
2024,pre_poll,national,,caste,nan,INC,48.0,,2024_pre_poll_table_056.csv,,medium,auto-cleaned long table,nan | 08: NCP (Sharad Pawar)/ Nationalist Congress Party
2024,pre_poll,national,,caste,nan,Regional,69.0,,2024_pre_poll_table_056.csv,,medium,auto-cleaned long table,nan | 09: JDU/ Janata Dal United
2024,pre_poll,national,,caste,nan,INDIA,15.0,,2024_pre_poll_table_056.csv,,medium,auto-cleaned long table,nan | 14: All India Majlis-E-Ittehadul Muslimeen/AIMIM
2024,pre_poll,national,,caste,nan,Others,71.0,,2024_pre_poll_table_056.csv,,medium,auto-cleaned long table,nan | 97: Other regional parties
2024,pre_poll,national,,age,nan,INC,2.4,,2024_pre_poll_table_059.csv,,medium,auto-cleaned long table,nan | 10: Falling income
2024,pre_poll,national,,caste,nan,Regional,7.7,,2024_pre_poll_table_062.csv,,medium,auto-cleaned long table,nan | 07: Religious leaders/hate speech makers
2024,pre_poll,national,,region,nan,Others,56.0,,2024_pre_poll_table_072.csv,,medium,auto-cleaned long table,nan | 97: Other regional parties
2024,pre_poll,national,,age,nan,INC,21.5,,2024_pre_poll_table_074.csv,,medium,auto-cleaned long table,nan | 01: With our total household income we are able to fulfil all our needs & also end up saving some money
2024,pre_poll,national,,caste,nan,BJP,24.3,,2024_pre_poll_table_077.csv,,medium,auto-cleaned long table,nan | 01: BJP is as nepotistic as Congress
2024,pre_poll,national,,other,Valid,Others,21.1,,2024_pre_poll_table_078.csv,,medium,auto-cleaned long table,Valid | 01: Political parties should refrain from forming alliances with other parties that are ideologically very different
2024,pre_poll,national,,age,nan,BJP,20.7,,2024_pre_poll_table_079.csv,,medium,auto-cleaned long table,nan | 01: There is nothing wrong with the BJP taking leaders from other parties even if they have a tainted image
2024,pre_poll,national,,gender,nan,INDIA,1.8,,2024_pre_poll_table_081.csv,,medium,auto-cleaned long table,nan | 07: India‟s international image
2024,pre_poll,national,,gender,nan,Others,5.5,,2024_pre_poll_table_081.csv,,medium,auto-cleaned long table,nan | 97: Other answer
2024,pre_poll,national,,gender,nan,Others,0.0,,2024_pre_poll_table_083.csv,,medium,auto-cleaned long table,nan | 3: Others
2024,pre_poll,national,,age,nan,Others,30.0,,2024_pre_poll_table_084.csv,,medium,auto-cleaned long table,nan | 97: Any other
2024,pre_poll,national,,gender,nan,Others,4.4,,2024_pre_poll_table_088.csv,,medium,auto-cleaned long table,nan | 97: Any other
2024,pre_poll,national,,gender,nan,Others,2.7,,2024_pre_poll_table_091.csv,,medium,auto-cleaned long table,nan | 97: Any other
2024,pre_poll,national,,caste,nan,Others,8.1,,2024_pre_poll_table_092.csv,,medium,auto-cleaned long table,nan | 04: Other Upper caste
2024,pre_poll,national,,caste,nan,NDA,30.0,,2024_pre_poll_table_092.csv,,medium,auto-cleaned long table,nan | 14: Munda
2024,pre_poll,national,,caste,nan,Regional,1.2,,2024_pre_poll_table_092.csv,,medium,auto-cleaned long table,nan | 98: No caste (Only when Respondent says so)
2024,pre_poll,national,,religion,nan,Others,46.1,,2024_pre_poll_table_093.csv,,medium,auto-cleaned long table,nan | 03: Other Backward Caste (OBC)
2024,pre_poll,national,,gender,nan,Others,28.1,,2024_pre_poll_table_097.csv,,medium,auto-cleaned long table,"nan | 02: Pucca-kuccha (either wall or roof is made of pucca material, but others of kuccha material)"
