year,geography_level,state,voter_group_type,voter_group,party_or_alliance,pre_poll_vote_share,post_poll_vote_share,pre_to_post_shift,absolute_shift,shift_direction,notes
2019,national,,gender,,Others,42.0,20.0,-22.0,22.0,decreased_post_poll,
2019,national,,gender,,Others,42.0,10.0,-32.0,32.0,decreased_post_poll,
2019,national,,gender,,Others,42.0,60.0,18.0,18.0,increased_post_poll,
2019,national,,gender,,Others,42.0,71.0,29.0,29.0,increased_post_poll,
2019,national,,gender,,Others,42.0,3.0,-39.0,39.0,decreased_post_poll,
2019,national,,gender,,Others,42.0,62.0,20.0,20.0,increased_post_poll,
2019,national,,gender,,Others,42.0,10.0,-32.0,32.0,decreased_post_poll,
2019,national,,gender,,Others,42.0,33.0,-9.0,9.0,decreased_post_poll,
2019,national,,gender,,Others,42.0,0.0,-42.0,42.0,decreased_post_poll,
2019,national,,gender,,Others,42.0,10.0,-32.0,32.0,decreased_post_poll,
2019,national,,gender,,Others,42.0,11.0,-31.0,31.0,decreased_post_poll,
2019,national,,gender,,Others,42.0,65.3,23.3,23.3,increased_post_poll,
2019,national,,gender,,Others,42.0,4.0,-38.0,38.0,decreased_post_poll,
2019,national,,gender,,Others,42.0,20.0,-22.0,22.0,decreased_post_poll,
2019,national,,gender,,Others,2.0,29.0,27.0,27.0,increased_post_poll,
2019,national,,gender,,Others,2.0,10.0,8.0,8.0,increased_post_poll,
2019,national,,gender,,Others,2.0,20.0,18.0,18.0,increased_post_poll,
2019,national,,gender,,Others,2.0,42.0,40.0,40.0,increased_post_poll,
2019,national,,gender,,Others,2.0,30.0,28.0,28.0,increased_post_poll,
2019,national,,gender,,Others,2.0,40.0,38.0,38.0,increased_post_poll,
2019,national,,gender,,Others,2.0,22.0,20.0,20.0,increased_post_poll,
2019,national,,gender,,Others,2.0,14.0,12.0,12.0,increased_post_poll,
2019,national,,gender,,Others,2.0,90.0,88.0,88.0,increased_post_poll,
2019,national,,gender,,Others,2.0,20.0,18.0,18.0,increased_post_poll,
2019,national,,gender,,Others,2.0,10.0,8.0,8.0,increased_post_poll,
2019,national,,gender,,Others,2.0,60.0,58.0,58.0,increased_post_poll,
2019,national,,gender,,Others,2.0,71.0,69.0,69.0,increased_post_poll,
2019,national,,gender,,Others,2.0,3.0,1.0,1.0,increased_post_poll,
2019,national,,gender,,Others,2.0,62.0,60.0,60.0,increased_post_poll,
2019,national,,gender,,Others,2.0,10.0,8.0,8.0,increased_post_poll,
2019,national,,gender,,Others,2.0,33.0,31.0,31.0,increased_post_poll,
2019,national,,gender,,Others,2.0,0.0,-2.0,2.0,decreased_post_poll,
2019,national,,gender,,Others,2.0,10.0,8.0,8.0,increased_post_poll,
2019,national,,gender,,Others,2.0,11.0,9.0,9.0,increased_post_poll,
2019,national,,gender,,Others,2.0,65.3,63.3,63.3,increased_post_poll,
2019,national,,gender,,Others,2.0,4.0,2.0,2.0,increased_post_poll,
2019,national,,gender,,Others,2.0,20.0,18.0,18.0,increased_post_poll,
2019,national,,gender,,Others,10.0,29.0,19.0,19.0,increased_post_poll,
2019,national,,gender,,Others,10.0,10.0,0.0,0.0,unchanged,
2019,national,,gender,,Others,10.0,20.0,10.0,10.0,increased_post_poll,
2019,national,,gender,,Others,10.0,42.0,32.0,32.0,increased_post_poll,
2019,national,,gender,,Others,10.0,30.0,20.0,20.0,increased_post_poll,
2019,national,,gender,,Others,10.0,40.0,30.0,30.0,increased_post_poll,
2019,national,,gender,,Others,10.0,22.0,12.0,12.0,increased_post_poll,
2019,national,,gender,,Others,10.0,14.0,4.0,4.0,increased_post_poll,
2019,national,,gender,,Others,10.0,90.0,80.0,80.0,increased_post_poll,
2019,national,,gender,,Others,10.0,20.0,10.0,10.0,increased_post_poll,
2019,national,,gender,,Others,10.0,10.0,0.0,0.0,unchanged,
2019,national,,gender,,Others,10.0,60.0,50.0,50.0,increased_post_poll,
2019,national,,gender,,Others,10.0,71.0,61.0,61.0,increased_post_poll,
2019,national,,gender,,Others,10.0,3.0,-7.0,7.0,decreased_post_poll,
2019,national,,gender,,Others,10.0,62.0,52.0,52.0,increased_post_poll,
2019,national,,gender,,Others,10.0,10.0,0.0,0.0,unchanged,
2019,national,,gender,,Others,10.0,33.0,23.0,23.0,increased_post_poll,
2019,national,,gender,,Others,10.0,0.0,-10.0,10.0,decreased_post_poll,
2019,national,,gender,,Others,10.0,10.0,0.0,0.0,unchanged,
2019,national,,gender,,Others,10.0,11.0,1.0,1.0,increased_post_poll,
2019,national,,gender,,Others,10.0,65.3,55.3,55.3,increased_post_poll,
2019,national,,gender,,Others,10.0,4.0,-6.0,6.0,decreased_post_poll,
2019,national,,gender,,Others,10.0,20.0,10.0,10.0,increased_post_poll,
2019,national,,gender,,Regional,19.0,67.0,48.0,48.0,increased_post_poll,
2019,national,,gender,,Regional,19.0,2.4,-16.6,16.6,decreased_post_poll,
2019,national,,gender,,Regional,19.0,70.0,51.0,51.0,increased_post_poll,
2019,national,,gender,,Regional,19.0,1.9,-17.1,17.1,decreased_post_poll,
2019,national,,gender,,Regional,19.0,1.5,-17.5,17.5,decreased_post_poll,
2019,national,,gender,,Regional,19.0,1.6,-17.4,17.4,decreased_post_poll,
2019,national,,gender,,Regional,19.0,1.7,-17.3,17.3,decreased_post_poll,
2019,national,,gender,,Regional,19.0,2.6,-16.4,16.4,decreased_post_poll,
2019,national,,gender,,Regional,19.0,2.1,-16.9,16.9,decreased_post_poll,
2019,national,,gender,,Regional,19.0,2.0,-17.0,17.0,decreased_post_poll,
2019,national,,gender,,Regional,19.0,96.0,77.0,77.0,increased_post_poll,
2019,national,,gender,,Regional,19.0,86.0,67.0,67.0,increased_post_poll,
2019,national,,gender,,Regional,19.0,18.0,-1.0,1.0,decreased_post_poll,
2019,national,,gender,,Regional,19.0,100.0,81.0,81.0,increased_post_poll,
2019,national,,gender,,Regional,19.0,38.0,19.0,19.0,increased_post_poll,
2019,national,,gender,,Regional,19.0,14.0,-5.0,5.0,decreased_post_poll,
2019,national,,gender,,Regional,19.0,3.0,-16.0,16.0,decreased_post_poll,
2019,national,,gender,,Regional,19.0,27.0,8.0,8.0,increased_post_poll,
2019,national,,gender,,Regional,19.0,76.0,57.0,57.0,increased_post_poll,
2019,national,,gender,,Regional,19.0,7.0,-12.0,12.0,decreased_post_poll,
2019,national,,gender,,Regional,18.0,67.0,49.0,49.0,increased_post_poll,
2019,national,,gender,,Regional,18.0,2.4,-15.6,15.6,decreased_post_poll,
2019,national,,gender,,Regional,18.0,70.0,52.0,52.0,increased_post_poll,
2019,national,,gender,,Regional,18.0,1.9,-16.1,16.1,decreased_post_poll,
2019,national,,gender,,Regional,18.0,1.5,-16.5,16.5,decreased_post_poll,
2019,national,,gender,,Regional,18.0,1.6,-16.4,16.4,decreased_post_poll,
2019,national,,gender,,Regional,18.0,1.7,-16.3,16.3,decreased_post_poll,
2019,national,,gender,,Regional,18.0,2.6,-15.4,15.4,decreased_post_poll,
2019,national,,gender,,Regional,18.0,2.1,-15.9,15.9,decreased_post_poll,
2019,national,,gender,,Regional,18.0,2.0,-16.0,16.0,decreased_post_poll,
2019,national,,gender,,Regional,18.0,96.0,78.0,78.0,increased_post_poll,
2019,national,,gender,,Regional,18.0,86.0,68.0,68.0,increased_post_poll,
2019,national,,gender,,Regional,18.0,18.0,0.0,0.0,unchanged,
2019,national,,gender,,Regional,18.0,100.0,82.0,82.0,increased_post_poll,
2019,national,,gender,,Regional,18.0,38.0,20.0,20.0,increased_post_poll,
2019,national,,gender,,Regional,18.0,14.0,-4.0,4.0,decreased_post_poll,
2019,national,,gender,,Regional,18.0,3.0,-15.0,15.0,decreased_post_poll,
2019,national,,gender,,Regional,18.0,27.0,9.0,9.0,increased_post_poll,
2019,national,,gender,,Regional,18.0,76.0,58.0,58.0,increased_post_poll,
2019,national,,gender,,Regional,18.0,7.0,-11.0,11.0,decreased_post_poll,
2019,national,,gender,,Regional,35.0,67.0,32.0,32.0,increased_post_poll,
2019,national,,gender,,Regional,35.0,2.4,-32.6,32.6,decreased_post_poll,
2019,national,,gender,,Regional,35.0,70.0,35.0,35.0,increased_post_poll,
2019,national,,gender,,Regional,35.0,1.9,-33.1,33.1,decreased_post_poll,
2019,national,,gender,,Regional,35.0,1.5,-33.5,33.5,decreased_post_poll,
2019,national,,gender,,Regional,35.0,1.6,-33.4,33.4,decreased_post_poll,
2019,national,,gender,,Regional,35.0,1.7,-33.3,33.3,decreased_post_poll,
2019,national,,gender,,Regional,35.0,2.6,-32.4,32.4,decreased_post_poll,
2019,national,,gender,,Regional,35.0,2.1,-32.9,32.9,decreased_post_poll,
2019,national,,gender,,Regional,35.0,2.0,-33.0,33.0,decreased_post_poll,
2019,national,,gender,,Regional,35.0,96.0,61.0,61.0,increased_post_poll,
2019,national,,gender,,Regional,35.0,86.0,51.0,51.0,increased_post_poll,
2019,national,,gender,,Regional,35.0,18.0,-17.0,17.0,decreased_post_poll,
2019,national,,gender,,Regional,35.0,100.0,65.0,65.0,increased_post_poll,
2019,national,,gender,,Regional,35.0,38.0,3.0,3.0,increased_post_poll,
2019,national,,gender,,Regional,35.0,14.0,-21.0,21.0,decreased_post_poll,
2019,national,,gender,,Regional,35.0,3.0,-32.0,32.0,decreased_post_poll,
2019,national,,gender,,Regional,35.0,27.0,-8.0,8.0,decreased_post_poll,
2019,national,,gender,,Regional,35.0,76.0,41.0,41.0,increased_post_poll,
2019,national,,gender,,Regional,35.0,7.0,-28.0,28.0,decreased_post_poll,
2019,national,,gender,,Regional,3.3,67.0,63.7,63.7,increased_post_poll,
2019,national,,gender,,Regional,3.3,2.4,-0.9,0.9,decreased_post_poll,
2019,national,,gender,,Regional,3.3,70.0,66.7,66.7,increased_post_poll,
2019,national,,gender,,Regional,3.3,1.9,-1.4,1.4,decreased_post_poll,
2019,national,,gender,,Regional,3.3,1.5,-1.8,1.8,decreased_post_poll,
2019,national,,gender,,Regional,3.3,1.6,-1.7,1.7,decreased_post_poll,
2019,national,,gender,,Regional,3.3,1.7,-1.6,1.6,decreased_post_poll,
2019,national,,gender,,Regional,3.3,2.6,-0.7,0.7,decreased_post_poll,
2019,national,,gender,,Regional,3.3,2.1,-1.2,1.2,decreased_post_poll,
2019,national,,gender,,Regional,3.3,2.0,-1.3,1.3,decreased_post_poll,
2019,national,,gender,,Regional,3.3,96.0,92.7,92.7,increased_post_poll,
2019,national,,gender,,Regional,3.3,86.0,82.7,82.7,increased_post_poll,
2019,national,,gender,,Regional,3.3,18.0,14.7,14.7,increased_post_poll,
2019,national,,gender,,Regional,3.3,100.0,96.7,96.7,increased_post_poll,
2019,national,,gender,,Regional,3.3,38.0,34.7,34.7,increased_post_poll,
2019,national,,gender,,Regional,3.3,14.0,10.7,10.7,increased_post_poll,
2019,national,,gender,,Regional,3.3,3.0,-0.3,0.3,unchanged,
2019,national,,gender,,Regional,3.3,27.0,23.7,23.7,increased_post_poll,
2019,national,,gender,,Regional,3.3,76.0,72.7,72.7,increased_post_poll,
2019,national,,gender,,Regional,3.3,7.0,3.7,3.7,increased_post_poll,
2019,national,,gender,,Regional,4.7,67.0,62.3,62.3,increased_post_poll,
2019,national,,gender,,Regional,4.7,2.4,-2.3,2.3,decreased_post_poll,
2019,national,,gender,,Regional,4.7,70.0,65.3,65.3,increased_post_poll,
2019,national,,gender,,Regional,4.7,1.9,-2.8,2.8,decreased_post_poll,
2019,national,,gender,,Regional,4.7,1.5,-3.2,3.2,decreased_post_poll,
2019,national,,gender,,Regional,4.7,1.6,-3.1,3.1,decreased_post_poll,
2019,national,,gender,,Regional,4.7,1.7,-3.0,3.0,decreased_post_poll,
2019,national,,gender,,Regional,4.7,2.6,-2.1,2.1,decreased_post_poll,
2019,national,,gender,,Regional,4.7,2.1,-2.6,2.6,decreased_post_poll,
2019,national,,gender,,Regional,4.7,2.0,-2.7,2.7,decreased_post_poll,
2019,national,,gender,,Regional,4.7,96.0,91.3,91.3,increased_post_poll,
2019,national,,gender,,Regional,4.7,86.0,81.3,81.3,increased_post_poll,
2019,national,,gender,,Regional,4.7,18.0,13.3,13.3,increased_post_poll,
2019,national,,gender,,Regional,4.7,100.0,95.3,95.3,increased_post_poll,
2019,national,,gender,,Regional,4.7,38.0,33.3,33.3,increased_post_poll,
2019,national,,gender,,Regional,4.7,14.0,9.3,9.3,increased_post_poll,
2019,national,,gender,,Regional,4.7,3.0,-1.7,1.7,decreased_post_poll,
2019,national,,gender,,Regional,4.7,27.0,22.3,22.3,increased_post_poll,
2019,national,,gender,,Regional,4.7,76.0,71.3,71.3,increased_post_poll,
2019,national,,gender,,Regional,4.7,7.0,2.3,2.3,increased_post_poll,
2019,national,,gender,,Regional,2.0,67.0,65.0,65.0,increased_post_poll,
2019,national,,gender,,Regional,2.0,2.4,0.4,0.4,unchanged,
2019,national,,gender,,Regional,2.0,70.0,68.0,68.0,increased_post_poll,
2019,national,,gender,,Regional,2.0,1.9,-0.1,0.1,unchanged,
2019,national,,gender,,Regional,2.0,1.5,-0.5,0.5,decreased_post_poll,
2019,national,,gender,,Regional,2.0,1.6,-0.4,0.4,unchanged,
2019,national,,gender,,Regional,2.0,1.7,-0.3,0.3,unchanged,
2019,national,,gender,,Regional,2.0,2.6,0.6,0.6,increased_post_poll,
2019,national,,gender,,Regional,2.0,2.1,0.1,0.1,unchanged,
2019,national,,gender,,Regional,2.0,2.0,0.0,0.0,unchanged,
2019,national,,gender,,Regional,2.0,96.0,94.0,94.0,increased_post_poll,
2019,national,,gender,,Regional,2.0,86.0,84.0,84.0,increased_post_poll,
2019,national,,gender,,Regional,2.0,18.0,16.0,16.0,increased_post_poll,
2019,national,,gender,,Regional,2.0,100.0,98.0,98.0,increased_post_poll,
2019,national,,gender,,Regional,2.0,38.0,36.0,36.0,increased_post_poll,
2019,national,,gender,,Regional,2.0,14.0,12.0,12.0,increased_post_poll,
2019,national,,gender,,Regional,2.0,3.0,1.0,1.0,increased_post_poll,
2019,national,,gender,,Regional,2.0,27.0,25.0,25.0,increased_post_poll,
2019,national,,gender,,Regional,2.0,76.0,74.0,74.0,increased_post_poll,
2019,national,,gender,,Regional,2.0,7.0,5.0,5.0,increased_post_poll,
2019,national,,gender,,Regional,18.5,67.0,48.5,48.5,increased_post_poll,
2019,national,,gender,,Regional,18.5,2.4,-16.1,16.1,decreased_post_poll,
2019,national,,gender,,Regional,18.5,70.0,51.5,51.5,increased_post_poll,
2019,national,,gender,,Regional,18.5,1.9,-16.6,16.6,decreased_post_poll,
2019,national,,gender,,Regional,18.5,1.5,-17.0,17.0,decreased_post_poll,
2019,national,,gender,,Regional,18.5,1.6,-16.9,16.9,decreased_post_poll,
2019,national,,gender,,Regional,18.5,1.7,-16.8,16.8,decreased_post_poll,
2019,national,,gender,,Regional,18.5,2.6,-15.9,15.9,decreased_post_poll,
2019,national,,gender,,Regional,18.5,2.1,-16.4,16.4,decreased_post_poll,
2019,national,,gender,,Regional,18.5,2.0,-16.5,16.5,decreased_post_poll,
2019,national,,gender,,Regional,18.5,96.0,77.5,77.5,increased_post_poll,
2019,national,,gender,,Regional,18.5,86.0,67.5,67.5,increased_post_poll,
2019,national,,gender,,Regional,18.5,18.0,-0.5,0.5,decreased_post_poll,
2019,national,,gender,,Regional,18.5,100.0,81.5,81.5,increased_post_poll,
2019,national,,gender,,Regional,18.5,38.0,19.5,19.5,increased_post_poll,
2019,national,,gender,,Regional,18.5,14.0,-4.5,4.5,decreased_post_poll,
2019,national,,gender,,Regional,18.5,3.0,-15.5,15.5,decreased_post_poll,
2019,national,,gender,,Regional,18.5,27.0,8.5,8.5,increased_post_poll,
2019,national,,gender,,Regional,18.5,76.0,57.5,57.5,increased_post_poll,
2019,national,,gender,,Regional,18.5,7.0,-11.5,11.5,decreased_post_poll,
2019,national,,gender,,Regional,6.8,67.0,60.2,60.2,increased_post_poll,
2019,national,,gender,,Regional,6.8,2.4,-4.4,4.4,decreased_post_poll,
2019,national,,gender,,Regional,6.8,70.0,63.2,63.2,increased_post_poll,
2019,national,,gender,,Regional,6.8,1.9,-4.9,4.9,decreased_post_poll,
2019,national,,gender,,Regional,6.8,1.5,-5.3,5.3,decreased_post_poll,
2019,national,,gender,,Regional,6.8,1.6,-5.2,5.2,decreased_post_poll,
2019,national,,gender,,Regional,6.8,1.7,-5.1,5.1,decreased_post_poll,
2019,national,,gender,,Regional,6.8,2.6,-4.2,4.2,decreased_post_poll,
2019,national,,gender,,Regional,6.8,2.1,-4.7,4.7,decreased_post_poll,
2019,national,,gender,,Regional,6.8,2.0,-4.8,4.8,decreased_post_poll,
2019,national,,gender,,Regional,6.8,96.0,89.2,89.2,increased_post_poll,
2019,national,,gender,,Regional,6.8,86.0,79.2,79.2,increased_post_poll,
2019,national,,gender,,Regional,6.8,18.0,11.2,11.2,increased_post_poll,
2019,national,,gender,,Regional,6.8,100.0,93.2,93.2,increased_post_poll,
2019,national,,gender,,Regional,6.8,38.0,31.2,31.2,increased_post_poll,
2019,national,,gender,,Regional,6.8,14.0,7.2,7.2,increased_post_poll,
2019,national,,gender,,Regional,6.8,3.0,-3.8,3.8,decreased_post_poll,
2019,national,,gender,,Regional,6.8,27.0,20.2,20.2,increased_post_poll,
2019,national,,gender,,Regional,6.8,76.0,69.2,69.2,increased_post_poll,
2019,national,,gender,,Regional,6.8,7.0,0.2,0.2,unchanged,
2019,national,,gender,,Regional,48.0,67.0,19.0,19.0,increased_post_poll,
2019,national,,gender,,Regional,48.0,2.4,-45.6,45.6,decreased_post_poll,
2019,national,,gender,,Regional,48.0,70.0,22.0,22.0,increased_post_poll,
2019,national,,gender,,Regional,48.0,1.9,-46.1,46.1,decreased_post_poll,
2019,national,,gender,,Regional,48.0,1.5,-46.5,46.5,decreased_post_poll,
2019,national,,gender,,Regional,48.0,1.6,-46.4,46.4,decreased_post_poll,
2019,national,,gender,,Regional,48.0,1.7,-46.3,46.3,decreased_post_poll,
2019,national,,gender,,Regional,48.0,2.6,-45.4,45.4,decreased_post_poll,
2019,national,,gender,,Regional,48.0,2.1,-45.9,45.9,decreased_post_poll,
2019,national,,gender,,Regional,48.0,2.0,-46.0,46.0,decreased_post_poll,
2019,national,,gender,,Regional,48.0,96.0,48.0,48.0,increased_post_poll,
2019,national,,gender,,Regional,48.0,86.0,38.0,38.0,increased_post_poll,
2019,national,,gender,,Regional,48.0,18.0,-30.0,30.0,decreased_post_poll,
2019,national,,gender,,Regional,48.0,100.0,52.0,52.0,increased_post_poll,
2019,national,,gender,,Regional,48.0,38.0,-10.0,10.0,decreased_post_poll,
2019,national,,gender,,Regional,48.0,14.0,-34.0,34.0,decreased_post_poll,
2019,national,,gender,,Regional,48.0,3.0,-45.0,45.0,decreased_post_poll,
2019,national,,gender,,Regional,48.0,27.0,-21.0,21.0,decreased_post_poll,
2019,national,,gender,,Regional,48.0,76.0,28.0,28.0,increased_post_poll,
2019,national,,gender,,Regional,48.0,7.0,-41.0,41.0,decreased_post_poll,
2019,national,,gender,,UPA,44.0,,,,unavailable,post-poll row missing
2019,national,,other,Valid,INC,,4.0,,,unavailable,pre-poll row missing
2019,national,,other,Valid,INC,,6.0,,,unavailable,pre-poll row missing
2019,national,,other,Valid,INC,,32.0,,,unavailable,pre-poll row missing
2019,national,,other,Valid,INC,,44.0,,,unavailable,pre-poll row missing
2019,national,,other,Valid,Others,,23.7,,,unavailable,pre-poll row missing
2019,national,,religion,Valid,INDIA,,27.9,,,unavailable,pre-poll row missing
2019,national,,religion,,BJP,,30.7,,,unavailable,pre-poll row missing
2019,national,,religion,,BJP,,4.0,,,unavailable,pre-poll row missing
2019,national,,religion,,INC,,7.0,,,unavailable,pre-poll row missing
2019,national,,religion,,INC,,13.0,,,unavailable,pre-poll row missing
2019,national,,religion,,INC,,21.0,,,unavailable,pre-poll row missing
2019,national,,religion,,NDA,6.0,84.0,78.0,78.0,increased_post_poll,
2019,national,,religion,,Others,1.5,100.0,98.5,98.5,increased_post_poll,
2019,national,,religion,,Others,1.5,60.0,58.5,58.5,increased_post_poll,
2019,national,,religion,,Others,1.5,60.0,58.5,58.5,increased_post_poll,
2019,national,,religion,,Others,1.5,3.4,1.9,1.9,increased_post_poll,
2019,national,,religion,,Others,1.5,1.4,-0.1,0.1,unchanged,
2019,national,,religion,,Others,1.5,100.0,98.5,98.5,increased_post_poll,
2019,national,,religion,,Others,1.5,100.0,98.5,98.5,increased_post_poll,
2019,national,,religion,,Others,1.5,3.0,1.5,1.5,increased_post_poll,
2019,national,,religion,,Others,1.5,15.0,13.5,13.5,increased_post_poll,
2019,national,,religion,,Others,1.5,12.0,10.5,10.5,increased_post_poll,
2019,national,,religion,,Others,30.0,100.0,70.0,70.0,increased_post_poll,
2019,national,,religion,,Others,30.0,60.0,30.0,30.0,increased_post_poll,
2019,national,,religion,,Others,30.0,60.0,30.0,30.0,increased_post_poll,
2019,national,,religion,,Others,30.0,3.4,-26.6,26.6,decreased_post_poll,
2019,national,,religion,,Others,30.0,1.4,-28.6,28.6,decreased_post_poll,
2019,national,,religion,,Others,30.0,100.0,70.0,70.0,increased_post_poll,
2019,national,,religion,,Others,30.0,100.0,70.0,70.0,increased_post_poll,
2019,national,,religion,,Others,30.0,3.0,-27.0,27.0,decreased_post_poll,
2019,national,,religion,,Others,30.0,15.0,-15.0,15.0,decreased_post_poll,
2019,national,,religion,,Others,30.0,12.0,-18.0,18.0,decreased_post_poll,
2019,national,,religion,,Others,2.0,100.0,98.0,98.0,increased_post_poll,
2019,national,,religion,,Others,2.0,60.0,58.0,58.0,increased_post_poll,
2019,national,,religion,,Others,2.0,60.0,58.0,58.0,increased_post_poll,
2019,national,,religion,,Others,2.0,3.4,1.4,1.4,increased_post_poll,
2019,national,,religion,,Others,2.0,1.4,-0.6,0.6,decreased_post_poll,
2019,national,,religion,,Others,2.0,100.0,98.0,98.0,increased_post_poll,
2019,national,,religion,,Others,2.0,100.0,98.0,98.0,increased_post_poll,
2019,national,,religion,,Others,2.0,3.0,1.0,1.0,increased_post_poll,
2019,national,,religion,,Others,2.0,15.0,13.0,13.0,increased_post_poll,
2019,national,,religion,,Others,2.0,12.0,10.0,10.0,increased_post_poll,
2019,national,,religion,,Others,7.0,100.0,93.0,93.0,increased_post_poll,
2019,national,,religion,,Others,7.0,60.0,53.0,53.0,increased_post_poll,
2019,national,,religion,,Others,7.0,60.0,53.0,53.0,increased_post_poll,
2019,national,,religion,,Others,7.0,3.4,-3.6,3.6,decreased_post_poll,
2019,national,,religion,,Others,7.0,1.4,-5.6,5.6,decreased_post_poll,
2019,national,,religion,,Others,7.0,100.0,93.0,93.0,increased_post_poll,
2019,national,,religion,,Others,7.0,100.0,93.0,93.0,increased_post_poll,
2019,national,,religion,,Others,7.0,3.0,-4.0,4.0,decreased_post_poll,
2019,national,,religion,,Others,7.0,15.0,8.0,8.0,increased_post_poll,
2019,national,,religion,,Others,7.0,12.0,5.0,5.0,increased_post_poll,
2019,national,,religion,,Regional,3.1,90.0,86.9,86.9,increased_post_poll,
2019,national,,religion,,Regional,3.1,46.0,42.9,42.9,increased_post_poll,
2019,national,,religion,,Regional,3.1,28.0,24.9,24.9,increased_post_poll,
2019,national,,religion,,Regional,3.1,28.0,24.9,24.9,increased_post_poll,
2019,national,,religion,,Regional,3.1,7.0,3.9,3.9,increased_post_poll,
2019,national,,religion,,Regional,3.1,45.0,41.9,41.9,increased_post_poll,
2019,national,,religion,,Regional,3.1,100.0,96.9,96.9,increased_post_poll,
2024,national,,age,,BJP,20.7,,,,unavailable,post-poll row missing
2024,national,,age,,INC,28.0,,,,unavailable,post-poll row missing
2024,national,,age,,INC,2.4,,,,unavailable,post-poll row missing
2024,national,,age,,INC,21.5,,,,unavailable,post-poll row missing
2024,national,,age,,NDA,,100.0,,,unavailable,pre-poll row missing
2024,national,,age,,Others,30.0,53.0,23.0,23.0,increased_post_poll,
2024,national,,age,,Others,30.0,1.6,-28.4,28.4,decreased_post_poll,
2024,national,,age,,Others,30.0,100.0,70.0,70.0,increased_post_poll,
2024,national,,caste,,BJP,24.3,,,,unavailable,post-poll row missing
2024,national,,caste,,INC,70.7,29.0,-41.7,41.7,decreased_post_poll,
2024,national,,caste,,INC,23.6,29.0,5.4,5.4,increased_post_poll,
2024,national,,caste,,INC,55.1,29.0,-26.1,26.1,decreased_post_poll,
2024,national,,caste,,INC,15.0,29.0,14.0,14.0,increased_post_poll,
2024,national,,caste,,INC,48.0,29.0,-19.0,19.0,decreased_post_poll,
2024,national,,caste,,INDIA,1.7,45.0,43.3,43.3,increased_post_poll,
2024,national,,caste,,INDIA,1.7,3.0,1.3,1.3,increased_post_poll,
2024,national,,caste,,INDIA,21.0,45.0,24.0,24.0,increased_post_poll,
2024,national,,caste,,INDIA,21.0,3.0,-18.0,18.0,decreased_post_poll,
2024,national,,caste,,INDIA,15.0,45.0,30.0,30.0,increased_post_poll,
2024,national,,caste,,INDIA,15.0,3.0,-12.0,12.0,decreased_post_poll,
2024,national,,caste,,NDA,30.0,2.0,-28.0,28.0,decreased_post_poll,
2024,national,,caste,,NDA,30.0,8.0,-22.0,22.0,decreased_post_poll,
2024,national,,caste,,Others,50.0,74.0,24.0,24.0,increased_post_poll,
2024,national,,caste,,Others,50.0,2.7,-47.3,47.3,decreased_post_poll,
2024,national,,caste,,Others,71.0,74.0,3.0,3.0,increased_post_poll,
2024,national,,caste,,Others,71.0,2.7,-68.3,68.3,decreased_post_poll,
2024,national,,caste,,Others,8.1,74.0,65.9,65.9,increased_post_poll,
2024,national,,caste,,Others,8.1,2.7,-5.4,5.4,decreased_post_poll,
2024,national,,caste,,Regional,2.3,6.0,3.7,3.7,increased_post_poll,
2024,national,,caste,,Regional,2.3,47.0,44.7,44.7,increased_post_poll,
2024,national,,caste,,Regional,2.3,3.1,0.8,0.8,increased_post_poll,
2024,national,,caste,,Regional,2.3,4.1,1.8,1.8,increased_post_poll,
2024,national,,caste,,Regional,2.3,5.9,3.6,3.6,increased_post_poll,
2024,national,,caste,,Regional,2.3,6.0,3.7,3.7,increased_post_poll,
2024,national,,caste,,Regional,2.3,5.6,3.3,3.3,increased_post_poll,
2024,national,,caste,,Regional,2.3,6.8,4.5,4.5,increased_post_poll,
2024,national,,caste,,Regional,69.0,6.0,-63.0,63.0,decreased_post_poll,
2024,national,,caste,,Regional,69.0,47.0,-22.0,22.0,decreased_post_poll,
2024,national,,caste,,Regional,69.0,3.1,-65.9,65.9,decreased_post_poll,
2024,national,,caste,,Regional,69.0,4.1,-64.9,64.9,decreased_post_poll,
2024,national,,caste,,Regional,69.0,5.9,-63.1,63.1,decreased_post_poll,
2024,national,,caste,,Regional,69.0,6.0,-63.0,63.0,decreased_post_poll,
2024,national,,caste,,Regional,69.0,5.6,-63.4,63.4,decreased_post_poll,
2024,national,,caste,,Regional,69.0,6.8,-62.2,62.2,decreased_post_poll,
2024,national,,caste,,Regional,7.7,6.0,-1.7,1.7,decreased_post_poll,
2024,national,,caste,,Regional,7.7,47.0,39.3,39.3,increased_post_poll,
2024,national,,caste,,Regional,7.7,3.1,-4.6,4.6,decreased_post_poll,
2024,national,,caste,,Regional,7.7,4.1,-3.6,3.6,decreased_post_poll,
2024,national,,caste,,Regional,7.7,5.9,-1.8,1.8,decreased_post_poll,
2024,national,,caste,,Regional,7.7,6.0,-1.7,1.7,decreased_post_poll,
2024,national,,caste,,Regional,7.7,5.6,-2.1,2.1,decreased_post_poll,
2024,national,,caste,,Regional,7.7,6.8,-0.9,0.9,decreased_post_poll,
2024,national,,caste,,Regional,1.2,6.0,4.8,4.8,increased_post_poll,
2024,national,,caste,,Regional,1.2,47.0,45.8,45.8,increased_post_poll,
2024,national,,caste,,Regional,1.2,3.1,1.9,1.9,increased_post_poll,
